filename,label,type
sequence_label\678_31_sequence.npy,11,augmented
sequence_label\678_32_sequence.npy,11,augmented
sequence_label\678_33_sequence.npy,11,augmented
sequence_label\678_34_sequence.npy,11,augmented
sequence_label\678_35_sequence.npy,11,augmented
sequence_label\678_36_sequence.npy,11,augmented
sequence_label\678_37_sequence.npy,11,augmented
sequence_label\678_38_sequence.npy,11,augmented
sequence_label\678_39_sequence.npy,11,augmented
sequence_label\678_3_sequence.npy,11,augmented
sequence_label\678_40_sequence.npy,11,augmented
sequence_label\678_41_sequence.npy,11,augmented
sequence_label\678_42_sequence.npy,11,augmented
sequence_label\678_43_sequence.npy,11,augmented
sequence_label\678_44_sequence.npy,11,augmented
sequence_label\678_45_sequence.npy,11,augmented
sequence_label\678_46_sequence.npy,11,augmented
sequence_label\678_47_sequence.npy,11,augmented
sequence_label\678_48_sequence.npy,11,augmented
sequence_label\678_49_sequence.npy,11,augmented
sequence_label\678_4_sequence.npy,11,augmented
sequence_label\678_50_sequence.npy,11,augmented
sequence_label\678_5_sequence.npy,11,augmented
sequence_label\678_6_sequence.npy,11,augmented
sequence_label\678_7_sequence.npy,11,augmented
sequence_label\678_8_sequence.npy,11,augmented
sequence_label\678_9_sequence.npy,11,augmented
sequence_label\678_origin_sequence.npy,11,origin
sequence_label\678_rotated_sequence.npy,11,rotated
sequence_label\678_scaled_sequence.npy,11,scaled
sequence_label\760_10_sequence.npy,12,augmented
sequence_label\760_11_sequence.npy,12,augmented
sequence_label\760_12_sequence.npy,12,augmented
sequence_label\760_13_sequence.npy,12,augmented
sequence_label\760_14_sequence.npy,12,augmented
sequence_label\760_15_sequence.npy,12,augmented
sequence_label\760_16_sequence.npy,12,augmented
sequence_label\760_17_sequence.npy,12,augmented
sequence_label\760_18_sequence.npy,12,augmented
sequence_label\760_19_sequence.npy,12,augmented
sequence_label\760_1_sequence.npy,12,origin
sequence_label\760_20_sequence.npy,12,augmented
sequence_label\760_21_sequence.npy,12,augmented
sequence_label\760_22_sequence.npy,12,augmented
sequence_label\760_23_sequence.npy,12,augmented
sequence_label\760_24_sequence.npy,12,augmented
sequence_label\760_25_sequence.npy,12,augmented
sequence_label\760_26_sequence.npy,12,augmented
sequence_label\760_27_sequence.npy,12,augmented
sequence_label\760_28_sequence.npy,12,augmented
sequence_label\760_29_sequence.npy,12,augmented
sequence_label\760_2_sequence.npy,12,augmented
sequence_label\760_30_sequence.npy,12,augmented
sequence_label\760_31_sequence.npy,12,augmented
sequence_label\760_32_sequence.npy,12,augmented
sequence_label\760_33_sequence.npy,12,augmented
sequence_label\760_34_sequence.npy,12,augmented
sequence_label\760_35_sequence.npy,12,augmented
sequence_label\760_36_sequence.npy,12,augmented
sequence_label\760_37_sequence.npy,12,augmented
sequence_label\760_38_sequence.npy,12,augmented
sequence_label\760_39_sequence.npy,12,augmented
sequence_label\760_3_sequence.npy,12,augmented
sequence_label\760_40_sequence.npy,12,augmented
sequence_label\760_41_sequence.npy,12,augmented
sequence_label\760_42_sequence.npy,12,augmented
sequence_label\760_43_sequence.npy,12,augmented
sequence_label\760_44_sequence.npy,12,augmented
sequence_label\760_45_sequence.npy,12,augmented
sequence_label\760_46_sequence.npy,12,augmented
sequence_label\760_47_sequence.npy,12,augmented
sequence_label\760_48_sequence.npy,12,augmented
sequence_label\760_49_sequence.npy,12,augmented
sequence_label\760_4_sequence.npy,12,augmented
sequence_label\760_50_sequence.npy,12,augmented
sequence_label\760_5_sequence.npy,12,augmented
sequence_label\760_6_sequence.npy,12,augmented
sequence_label\760_7_sequence.npy,12,augmented
sequence_label\760_8_sequence.npy,12,augmented
sequence_label\760_9_sequence.npy,12,augmented
sequence_label\760_origin_sequence.npy,12,origin
sequence_label\760_rotated_sequence.npy,12,rotated
sequence_label\760_scaled_sequence.npy,12,scaled
sequence_label\754_10_sequence.npy,13,augmented
sequence_label\754_11_sequence.npy,13,augmented
sequence_label\754_12_sequence.npy,13,augmented
sequence_label\754_13_sequence.npy,13,augmented
sequence_label\754_14_sequence.npy,13,augmented
sequence_label\754_15_sequence.npy,13,augmented
sequence_label\754_16_sequence.npy,13,augmented
sequence_label\754_17_sequence.npy,13,augmented
sequence_label\754_18_sequence.npy,13,augmented
sequence_label\754_19_sequence.npy,13,augmented
sequence_label\754_1_sequence.npy,13,origin
sequence_label\754_20_sequence.npy,13,augmented
sequence_label\754_21_sequence.npy,13,augmented
sequence_label\754_22_sequence.npy,13,augmented
sequence_label\754_23_sequence.npy,13,augmented
sequence_label\754_24_sequence.npy,13,augmented
sequence_label\754_25_sequence.npy,13,augmented
sequence_label\754_26_sequence.npy,13,augmented
sequence_label\754_27_sequence.npy,13,augmented
sequence_label\754_28_sequence.npy,13,augmented
sequence_label\754_29_sequence.npy,13,augmented
sequence_label\754_2_sequence.npy,13,augmented
sequence_label\754_30_sequence.npy,13,augmented
sequence_label\754_31_sequence.npy,13,augmented
sequence_label\754_32_sequence.npy,13,augmented
sequence_label\754_33_sequence.npy,13,augmented
sequence_label\754_34_sequence.npy,13,augmented
sequence_label\754_35_sequence.npy,13,augmented
sequence_label\754_36_sequence.npy,13,augmented
sequence_label\754_37_sequence.npy,13,augmented
sequence_label\754_38_sequence.npy,13,augmented
sequence_label\754_39_sequence.npy,13,augmented
sequence_label\754_3_sequence.npy,13,augmented
sequence_label\754_40_sequence.npy,13,augmented
sequence_label\754_41_sequence.npy,13,augmented
sequence_label\754_42_sequence.npy,13,augmented
sequence_label\754_43_sequence.npy,13,augmented
sequence_label\754_44_sequence.npy,13,augmented
sequence_label\754_45_sequence.npy,13,augmented
sequence_label\754_46_sequence.npy,13,augmented
sequence_label\754_47_sequence.npy,13,augmented
sequence_label\754_48_sequence.npy,13,augmented
sequence_label\754_49_sequence.npy,13,augmented
sequence_label\754_4_sequence.npy,13,augmented
sequence_label\754_50_sequence.npy,13,augmented
sequence_label\754_5_sequence.npy,13,augmented
sequence_label\754_6_sequence.npy,13,augmented
sequence_label\754_7_sequence.npy,13,augmented
sequence_label\754_8_sequence.npy,13,augmented
sequence_label\754_9_sequence.npy,13,augmented
sequence_label\754_origin_sequence.npy,13,origin
sequence_label\754_rotated_sequence.npy,13,rotated
sequence_label\754_scaled_sequence.npy,13,scaled
sequence_label\751_10_sequence.npy,14,augmented
sequence_label\751_11_sequence.npy,14,augmented
sequence_label\751_12_sequence.npy,14,augmented
sequence_label\751_13_sequence.npy,14,augmented
sequence_label\751_14_sequence.npy,14,augmented
sequence_label\751_15_sequence.npy,14,augmented
sequence_label\751_16_sequence.npy,14,augmented
sequence_label\751_17_sequence.npy,14,augmented
sequence_label\751_18_sequence.npy,14,augmented
sequence_label\751_19_sequence.npy,14,augmented
sequence_label\751_1_sequence.npy,14,origin
sequence_label\751_20_sequence.npy,14,augmented
sequence_label\751_21_sequence.npy,14,augmented
sequence_label\751_22_sequence.npy,14,augmented
sequence_label\751_23_sequence.npy,14,augmented
sequence_label\751_24_sequence.npy,14,augmented
sequence_label\751_25_sequence.npy,14,augmented
sequence_label\751_26_sequence.npy,14,augmented
sequence_label\751_27_sequence.npy,14,augmented
sequence_label\751_28_sequence.npy,14,augmented
sequence_label\751_29_sequence.npy,14,augmented
sequence_label\751_2_sequence.npy,14,augmented
sequence_label\751_30_sequence.npy,14,augmented
sequence_label\751_31_sequence.npy,14,augmented
sequence_label\751_32_sequence.npy,14,augmented
sequence_label\751_33_sequence.npy,14,augmented
sequence_label\751_34_sequence.npy,14,augmented
sequence_label\751_35_sequence.npy,14,augmented
sequence_label\751_36_sequence.npy,14,augmented
sequence_label\751_37_sequence.npy,14,augmented
sequence_label\751_38_sequence.npy,14,augmented
sequence_label\751_39_sequence.npy,14,augmented
sequence_label\751_3_sequence.npy,14,augmented
sequence_label\751_40_sequence.npy,14,augmented
sequence_label\751_41_sequence.npy,14,augmented
sequence_label\751_42_sequence.npy,14,augmented
sequence_label\751_43_sequence.npy,14,augmented
sequence_label\751_44_sequence.npy,14,augmented
sequence_label\751_45_sequence.npy,14,augmented
sequence_label\751_46_sequence.npy,14,augmented
sequence_label\751_47_sequence.npy,14,augmented
sequence_label\751_48_sequence.npy,14,augmented
sequence_label\751_49_sequence.npy,14,augmented
sequence_label\751_4_sequence.npy,14,augmented
sequence_label\751_50_sequence.npy,14,augmented
sequence_label\751_5_sequence.npy,14,augmented
sequence_label\751_6_sequence.npy,14,augmented
sequence_label\751_7_sequence.npy,14,augmented
sequence_label\751_8_sequence.npy,14,augmented
sequence_label\751_9_sequence.npy,14,augmented
sequence_label\751_origin_sequence.npy,14,origin
sequence_label\751_rotated_sequence.npy,14,rotated
sequence_label\751_scaled_sequence.npy,14,scaled
